company_name,stock_symbol,legal_name,address,city,state,zipcode,area_code,primary_SIC_code,SIC6_description,SIC_code,primary_NAICS_code,NAICS8_description,parent_company_name,parent_company_ABI,classification,fossil_fuel_primary,clean_energy_primary,fossil_fuel_secondary,clean_energy_secondary,unique_id
Kolibri Global Energy,KEI,Kolibri Global Energy Inc,,,,,,,,,,,,,f,,,,,3f09e7c3-5ecc-45b7-b446-cb0d1b2d00dc
Koninklijke Vopak,VPK,Koninklijke Vopak NV,,,,,,,,,,,,,f,,,,,14508f95-1008-470d-b714-afa20819f6cc
Korea Electric Power,15760,한국전력공사(주),,,,,,,,,,,,,f,,,,,c92bce85-19a2-4a6d-b5cc-57a67947ce92
Korea Gas,36460,한국가스공사(주),,,,,,,,,,,,,f,,,,,3ddce71e-d79a-4103-82f9-7f291b580c4b
Kosmos Energy,KOS,Kosmos Energy Ltd,,,,,,,,,,,,,f,,,,,7958b4ec-8fef-4467-a879-c0b9cc0baa6b
Krakatau Steel (Persero),KRAS,PT Krakatau Steel (Persero) Tbk,,,,,,,,,,,,,f,,,,,55f374a3-21cf-4d4b-b223-2c7ad67d3587
KS Energy,578,KS Energy Ltd,,,,,,,,,,,,,f,,,,,158c2a47-d630-40a1-a448-bc597e6e9cee
Kunlun Energy,135,昆仑能源有限公司,,,,,,,,,,,,,f,,,,,3465179e-c1ec-4223-b883-73ec1fc51f68
Kyushu Electric Power Co,9508,九州電力株式会社,,,,,,,,,,,,,f,,,,,a1aa5d42-13af-4ccd-afd1-05f6acba427a
La Francaise de l'Energie,FDE,La Francaise de l'Energie,,,,,,,,,,,,,f,,,,,62b19caf-b8ff-4585-8c14-6ea4b0700019
Lafarge Africa,WAPCO,Lafarge Africa PLC,,,,,,,,,,,,,f,,,,,7933658d-148f-40bc-8dac-85a94e1bcb4b
Lanka IOC,LIOC.N0000,Lanka IOC PLC,,,,,,,,,,,,,f,,,,,e70452d5-a502-4f9e-94e3-d20915e1fb91
Lapidoth Capital,LAPD,לפידות קפיטל בע''מ,,,,,,,,,,,,,f,,,,,53da4ed4-4213-4ba2-bff7-0acccb91da38
Lee & Man Paper Mfg,2314,理文造纸有限公司,,,,,,,,,,,,,f,,,,,37511f6f-c66d-4dc0-8406-a5449ca13a5a
Liberty Energy,LBRT,Liberty Energy Inc,,,,,,,,,,,,,f,,,,,d72fb577-402d-4749-b911-68ac00cad995
LNG Energy Group,LNGE,LNG Energy Group Corp,,,,,,,,,,,,,f,,,,,916097b4-f07c-41e4-9a79-5c72b0023b02
Logan energy,LGN,Logan energy corp,,,,,,,,,,,,,f,,,,,0c0ac9a5-e1e3-41b2-9459-938fb4f8bd99
Lopez Holdings,LPZ,Lopez Holdings Corp,,,,,,,,,,,,,f,,,,,55600d10-85b7-43e3-8d25-04b0825ef9cf
Lucero Energy,LOU,Lucero Energy Corp,,,,,,,,,,,,,f,,,,,6a56ce7e-e743-46f6-9abd-13a92b80e405
Lukoil,LKOH,ПАО ЛУКОЙЛ,,,,,,,,,,,,,f,,,,,345e1d23-a88a-44c2-8626-d93f6cb31529
Mach Natural Resources,MNR,Mach Natural Resources,,,,,,,,,,,,,f,,,,,77e4a2ad-684b-41ce-9c30-14e1313f224e
Magnolia Oil & Gas,MGY,Magnolia Oil & Gas Corp,,,,,,,,,,,,,f,,,,,9a3d9d60-3d55-4a53-8b97-eb2278041b17
Maha Energy,MAHA A,Maha Energy AB,,,,,,,,,,,,,f,,,,,4505dcdc-d726-457c-8141-47ab451068ec
Malakoff Corp,5264,Malakoff Corp Bhd,,,,,,,,,,,,,f,,,,,8ce2e4d1-51aa-4781-9b0d-fc47f0338e61
Malaysia Marine,5186,Malaysia Marine and Heavy Engineering Holdings Bhd,,,,,,,,,,,,,f,,,,,8e0ff018-3256-44dc-869f-d2017fa6a0f2
Mangalore Refinery,500109,Mangalore Refinery and Petrochemicals Ltd,,,,,,,,,,,,,f,,,,,900db5d4-115a-4083-9bcb-6e13003e541e
Manila Electric,MER,Manila Electric Co,,,,,,,,,,,,,f,,,,,db3d0258-8992-4d65-8f3f-1b900a8fca67
Marathon Oil,MRO,Marathon Oil Corp,,,,,,,,,,,,,f,,,,,57a87097-d562-435e-8061-f0ea4a548799
Marathon Petroleum,MPC,Marathon Petroleum Corp,,,,,,,,,,,,,f,,,,,177ae657-0465-4e99-87ad-c537d7d32cfa
Mari Petroleum Co,MARI,Mari Petroleum Co Ltd,,,,,,,,,,,,,f,,,,,184ac9a9-3abd-4fda-96c1-0c7db87fb024
Marine Petroleum Trust,MARPS,Marine Petroleum Trust,,,,,,,,,,,,,f,,,,,c007d491-5836-4132-96ad-a7ca2072ab76
Martin Midstream Partners,MMLP,Martin Midstream Partners LP,,,,,,,,,,,,,f,,,,,25308f05-c04b-4254-b76c-ae2adb6b4a53
Marubeni,8002,丸紅株式会社,,,,,,,,,,,,,f,,,,,9e5c7fc8-0c8c-4f9f-b6f5-e3ce89f4c2ba
Matador Resources,MTDR,Matador Resources Co,,,,,,,,,,,,,f,,,,,471ce134-c152-4f5b-894f-ecf22171ae2d
Mattr,MATR,Mattr Corp,,,,,,,,,,,,,f,,,,,858a8dd3-bec2-423c-9258-68c35f27a19a
Maxim Power,MXG,Maxim Power Corp,,,,,,,,,,,,,f,,,,,f2a50876-2a1c-4ef8-b713-afeb7f579f8d
McCoy Global,MCB,McCoy Global Inc,,,,,,,,,,,,,f,,,,,845d8f95-7c60-48b6-958a-b2e0a5057c52
MDU Resources Gr,MDU,MDU Resources Group Inc,,,,,,,,,,,,,f,,,,,e5ccfed4-8a31-44f1-9257-173253f83f0c
Medco Energi,MEDC,PT Medco Energi Internasional Tbk,,,,,,,,,,,,,f,,,,,9223cb92-4790-464c-baf0-6e033d6e9113
MEG Energy,MEG,MEG Energy Corp,,,,,,,,,,,,,f,,,,,215b21ae-9107-4f05-87c0-c3f8660a6238
Meghna Petroleum,MPETROLEUM,Meghna Petroleum Ltd,,,,,,,,,,,,,f,,,,,dc4515a8-0d57-44b7-98c6-63d5a8be6b55
Melbana Energy,MAY,Melbana Energy Ltd,,,,,,,,,,,,,f,,,,,960491cf-5b6b-4920-8130-acb719c21332
Mermaid Maritime,DU4,บริษัท เมอร์เมด มาริไทม์ จำกัด (มหาชน),,,,,,,,,,,,,f,,,,,5baca873-b189-49a1-b767-496b77755555
Mexco Energy,MXC,Mexco Energy Corp,,,,,,,,,,,,,f,,,,,6245daa8-9e95-4831-b4aa-f02d6e9f0730
Michang Oil Ind,3650,미창석유공업(주),,,,,,,,,,,,,f,,,,,e5b6b7e8-8b50-4f44-954c-8d0f7b941a0b
Migdal Insurance & Finl,MGDL,מגדל אחזקות ביטוח ופיננסים בע''מ,,,,,,,,,,,,,f,,,,,34a58198-4937-426a-b1e7-856cc83e0c0f
Mineral Resources,MIN,Mineral Resources Ltd,,,,,,,,,,,,,f,,,,,74c9d557-a2ab-4247-9730-becfea3ab6cf
Mining & Metallurgical Co,GMKN,ПАО «ГМК «Норильский никель»,,,,,,,,,,,,,f,,,,,9dcd20c5-debf-458f-9a0d-9f74057cf4e3
Mitsubishi,8058,三菱商事株式会社,,,,,,,,,,,,,f,,,,,f49930bc-cab8-446d-892a-ce23868dc250
Mitsubishi Heavy Indus,7011,三菱重工業株式会社,,,,,,,,,,,,,f,,,,,fc983a3a-1053-49ce-a78d-2ab96d7035f6
Mitsui & Co,8031,三井物産株式会社,,,,,,,,,,,,,f,,,,,846528e5-ee0e-4ba7-9ead-dd045fc56e63
Mitsuuroko Group Holdings,8131,株式会社ミツウロコグループホールディングス,,,,,,,,,,,,,f,,,,,1193c618-c11c-49ba-8042-478b39db6a87
Mivtach Shamir Holdings,MISH,מבטח שמיר אחזקות בע''מ,,,,,,,,,,,,,f,,,,,19b10a73-d565-44ac-ba2e-7779611932f9
Modec,6269,三井海洋開発株式会社,,,,,,,,,,,,,f,,,,,4dcc69ff-8951-4147-9d0f-9c817f19d7c4
MOL Hungarian Oil and Gas,MOL,MOL Hungarian Oil and Gas PLC,,,,,,,,,,,,,f,,,,,fc86310a-0c37-4566-aaf8-aed9142c8d32
Mota-Engil,EGL,Mota-Engil,,,,,,,,,,,,,f,,,,,c0704d9c-eda8-424a-bba0-a583a42ecfe1
Motor Oil (Hellas),MOH,ΜΟΤΟΡ ΟΪΛ (ΕΛΛΑΣ) ΔΙΥΛΙΣΤΗΡΙΑ ΚΟΡΙΝΘΟΥ ΑΕ,,,,,,,,,,,,,f,,,,,8a1cda31-4376-4eff-950e-03f370d912ac
MPLX,MPLX,MPLX LP,,,,,,,,,,,,,f,,,,,5c10de57-a24f-49bc-a27c-3a857af751d0
MRC Global,MRC,MRC Global Inc,,,,,,,,,,,,,f,,,,,70580ede-3995-4fbd-8b8b-7e8767cc7db1
Murphy Oil,MUR,Murphy Oil Corp,,,,,,,,,,,,,f,,,,,355e999a-9e1f-46f7-a09c-1ad78cbdae34
Mytilineos,MYTIL,ΜΥΤΙΛΗΝΑΙΟΣ Α.Ε. - ΟΜΙΛΟΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,,,,,,,,,,,,,f,,,,,d5415883-8f9c-4180-a2b1-94faa9c58994
Nabors Industries,NBR,Nabors Industries Ltd,,,,,,,,,,,,,f,,,,,a1e6c888-fb88-48b2-a45b-a27e30584e0c
Nan Ya Plastics,1303,南亞塑膠工業股份有限公司,,,,,,,,,,,,,f,,,,,4b1ab5bc-edec-494f-a713-8dc0e35abb5c
Nanjing Develop Advanced,688377,南京迪威尔高端制造股份有限公司,,,,,,,,,,,,,f,,,,,677ff596-8eca-4bc0-80ba-4cc0c54e0f31
Nanjing Tanker,601975,中国长江航运集团南京油运股份有限公司,,,,,,,,,,,,,f,,,,,5862e299-453e-459d-9507-96d9fd7a79a7
Naphtha Israel Petroleum,NFTA,נפטא חברה ישראלית לנפט בע''מ,,,,,,,,,,,,,f,,,,,caac936b-f048-4eb3-913a-8eb63416901e
National Energy Services,NESR,National Energy Services Reunited Corp,,,,,,,,,,,,,f,,,,,769f9127-acaa-4f6b-b597-74f02fd8ac31
National Fuel Gas,NFG,National Fuel Gas Co,,,,,,,,,,,,,f,,,,,24a18527-e2e1-4d8b-942e-a1a0870a117b
National Gas,2080,شركة الغاز والتصنيع الأهلية,,,,,,,,,,,,,f,,,,,8d170220-f7c0-495c-9afc-36ab2f40232b
National Grid,NG.,National Grid PLC,,,,,,,,,,,,,f,,,,,7ad67ae6-ad5a-48e1-ad6d-885cc4497c36
Natural Gas Services Gr,NGS,Natural Gas Services Group Inc,,,,,,,,,,,,,f,,,,,55cd0682-3dcc-46ee-a1ea-3540a4d9768d
NATURELGAZ SANAYI VE,NTGAZ,NATURELGAZ SANAYI VE TICARET AS,,,,,,,,,,,,,f,,,,,ddd4442d-1dc2-409d-a7a3-d0b37014234c
Navigator Holdings,NVGS,Navigator Holdings Ltd,,,,,,,,,,,,,f,,,,,152f41bb-014f-49d0-aef6-ed0c73d20daf
NCS Multistage Holdings,NCSM,NCS Multistage Holdings Inc,,,,,,,,,,,,,f,,,,,6e20cc92-1be4-4856-a5bf-b9f36a145589
Neste,NESTE,Neste Oyj,,,,,,,,,,,,,f,,,,,df4d8f81-aa69-4f71-843e-0b9dca6474dc
New Fortress Energy,NFE,New Fortress Energy Inc,,,,,,,,,,,,,f,,,,,d599b6de-e741-4c01-8d41-586a458dbe89
New Stratus Energy,NSE,New Stratus Energy Inc,,,,,,,,,,,,,f,,,,,6b25742a-bc45-4981-8a9e-ec8cd9a797dd
NewMed Energy,NWMD,NewMed Energy LP,,,,,,,,,,,,,f,,,,,bdef9b0f-97e2-4c6d-9da8-ab105ca3df06
NewOcean Energy Holdings,NE6,新海能源集团有限公司,,,,,,,,,,,,,f,,,,,057283a9-4855-43cb-a80d-63b72b458e9a
Newpark Resources,NR,Newpark Resources Inc,,,,,,,,,,,,,f,,,,,337e691e-2d04-4d0f-be50-7c1e49e1565c
NextDecade,NEXT,NextDecade Corp,,,,,,,,,,,,,f,,,,,532d153a-6afd-4186-ada5-7a87c364b371
NextEra Energy,NEE,NextEra Energy Inc,,,,,,,,,,,,,f,,,,,4daef39f-c44b-4053-b43d-f0634925b680
NG Energy Intl,GASX,NG Energy International Corp,,,,,,,,,,,,,f,,,,,eb9cad98-552c-4f68-a8a8-fe5f7658d905
NGL Energy Partners,NGL,NGL Energy Partners LP,,,,,,,,,,,,,f,,,,,eab09455-6c04-4a33-b880-cd76b75c7c1e
Nine Dragons Paper,2689,玖龙纸业（控股）有限公司,,,,,,,,,,,,,f,,,,,bc1df55f-9809-4e9a-b74d-e02186fbda2f
Nine Energy Service,NINE,Nine Energy Service Inc,,,,,,,,,,,,,f,,,,,6fc65ae1-df44-49d9-9cd8-fdfb5a7b8e2c
NIPPON CONCEPT,9386,日本コンセプト株式会社,,,,,,,,,,,,,f,,,,,7c206170-e2e6-4e38-bd16-3bf0d5d84437
NiSource,NI,NiSource Inc,,,,,,,,,,,,,f,,,,,df2de6f2-9a00-4747-8ca7-74ef636732b5
Noble Corp,NE,Noble Corp PLC,,,,,,,,,,,,,f,,,,,cebfb6cc-7e77-48c7-9e2b-4b5e8949c9be
NorAm Drilling,NORAM,Noram Drilling Company AS,,,,,,,,,,,,,f,,,,,8e6872a0-3206-4f82-9680-1dcf7cfd99fe
North American,NOA,North American Construction Group Ltd,,,,,,,,,,,,,f,,,,,8868161e-3215-44e8-b9e9-1e0501efa01a
Northern Ocean,NOL,Northern Ocean Ltd,,,,,,,,,,,,,f,,,,,7249e3f4-bafb-4cd0-9cd1-4ac9f985d371
Northern Oil & Gas,NOG,Northern Oil & Gas Inc,,,,,,,,,,,,,f,,,,,5b1cd687-b904-461c-a265-3a774c1590f2
Nostrum Oil & Gas,NOG,Nostrum Oil & Gas PLC,,,,,,,,,,,,,f,,,,,2017170d-f94f-435f-8b69-bc27c1e8f508
NOV,NOV,NOV Inc,,,,,,,,,,,,,f,,,,,8f6d390b-b5e2-416b-aae0-0665846912c1
Novagold Resources,NG,Novagold Resources Inc,,,,,,,,,,,,,f,,,,,2afda557-cff9-4284-bf25-ff59873d85c8
NOVATEK,NVTK,пао НОВАТЭК,,,,,,,,,,,,,f,,,,,e62641fc-6be9-4af2-bd40-f11b8769a5d3
NuStar Energy,NS,NuStar Energy LP,,,,,,,,,,,,,f,,,,,d2ba8887-d8e1-448b-ac52-23423ba0e367
NuVista Energy,NVA,NuVista Energy Ltd,,,,,,,,,,,,,f,,,,,8e31fa65-e8a1-4fe5-955b-a1b46e41de21
NWF Group,NWF,NWF Group PLC,,,,,,,,,,,,,f,,,,,0cb96a02-7e58-4a3c-a59e-6feb03312800
Obsidian Energy,OBE,Obsidian Energy Ltd,,,,,,,,,,,,,f,,,,,840e772b-a37b-4d49-9212-3664cac03d01
Occidental Petroleum,OXY,Occidental Petroleum Corp,,,,,,,,,,,,,f,,,,,5eea642f-798c-48cb-bfe6-b912e2257bec
Oceaneering International,OII,Oceaneering International Inc,,,,,,,,,,,,,f,,,,,781c14e2-b232-4347-9593-312c93c3819e
Odfjell Drilling,ODL,Odfjell Drilling Ltd,,,,,,,,,,,,,f,,,,,0217412d-6a66-4052-b9e7-202d1ab3347d
Odfjell Technology,OTL,Odfjell Technology Ltd,,,,,,,,,,,,,f,,,,,a130f20f-e023-4439-bf6d-7acb20f8af7f
Offshore Oil Eng Co,600583,海洋石油工程股份有限公司,,,,,,,,,,,,,f,,,,,8876a4a6-48db-4446-9e8d-78bd14d975c6
OGK-2,OGKB,ОАО ОГК-2,,,,,,,,,,,,,f,,,,,5e8d64be-cfc0-45da-b12f-c3d83d0519fa
Oil & Gas Development Co,OGDC,Oil & Gas Development Co Ltd,,,,,,,,,,,,,f,,,,,51f3aa2d-bd71-4d10-bd5d-0a29341685d7
Oil India,533106,Oil India Ltd,,,,,,,,,,,,,f,,,,,853ddaff-f7e8-4a70-b0f4-b9dae5c38d87
Oil Refineries,ORL,בתי זקוק לנפט בע''מ,,,,,,,,,,,,,f,,,,,c54d9049-1e9b-4e31-ba24-fe923374c96a
Oil States International,OIS,Oil States International Inc,,,,,,,,,,,,,f,,,,,bed292b2-a900-46fc-8b27-1b73b534a961
Okea,OKEA,Okea ASA,,,,,,,,,,,,,f,,,,,a7e9ed27-bc0b-4397-b2c1-2e5aa1bcd34d
OMV,OMV,OMV AG,,,,,,,,,,,,,f,,,,,468c5a24-071d-43bb-a47f-163adcb66814
OMV Petrom,SNP,OMV Petrom SA,,,,,,,,,,,,,f,,,,,7e970fa2-63e6-407e-a558-1bf611b70003
ONEOK,OKE,ONEOK Inc,,,,,,,,,,,,,f,,,,,df544ae2-b243-49f3-b822-6a1d24d4a592
ONGC,500312,Oil & Natural Gas Corp Ltd,,,,,,,,,,,,,f,,,,,b6586971-3b40-4427-a0f3-7fab9937116a
Opc Energy,OPCE,או.פי.סי אנרגיה בע''מ,,,,,,,,,,,,,f,,,,,46131e1f-c765-40c3-8a1b-c51a7a89bc86
OQ Gas Network Company,OQGN,OQ Gas Network Company S A O G,,,,,,,,,,,,,f,,,,,72520833-1c43-49a4-80f4-72690edb9661
Organizacion Terpel,TERPEL,Organizacion Terpel SA,,,,,,,,,,,,,f,,,,,e9887844-c213-4de3-8795-8cf8bfcb3455
Oriental Energy Co,2221,东华能源股份有限公司,,,,,,,,,,,,,f,,,,,30372ef0-794e-4ef5-932b-3de13e89a0b3
Origin Energy,ORG,Origin Energy Ltd,,,,,,,,,,,,,f,,,,,9d731e41-7a95-44c3-b124-48dee05c043b
Orlen,PKN,Orlen SA,,,,,,,,,,,,,f,,,,,2f97b86e-d708-4570-9057-f4041f7fb57c
Osaka Gas,9532,大阪瓦斯株式会社,,,,,,,,,,,,,f,,,,,54217257-0d5c-4930-a4c9-1d301547834b
Overseas Shipholding Gr,OSG,Overseas Shipholding Group Inc,,,,,,,,,,,,,f,,,,,78b45d4a-625e-47c0-935a-2a51189e65d4
Ovintiv,OVV,Ovintiv Inc,,,,,,,,,,,,,f,,,,,e8cb3a0d-fa20-4d7e-be69-1b4921d2cb47
Padma Oil Co,PADMAOIL,Padma Oil Co Ltd,,,,,,,,,,,,,f,,,,,ecf1d8a3-1d75-4091-a645-aa2b81d00886
Pakistan Oilfields,POL,Pakistan Oilfields Ltd,,,,,,,,,,,,,f,,,,,79ae3992-6f59-418d-aad2-5fca08476ca6
Pakistan Petroleum,PPL,Pakistan Petroleum Ltd,,,,,,,,,,,,,f,,,,,d78a29ba-a5af-4e46-9d8e-6f5792c1504d
Pakistan Refinery,PRL,Pakistan Refinery Ltd,,,,,,,,,,,,,f,,,,,909bc147-a9a9-44b3-bfbc-ae15ec2a2c5e
Pakistan State Oil Co,PSO,Pakistan State Oil Co Ltd,,,,,,,,,,,,,f,,,,,a491a6bc-25b2-4c98-8b91-4fd7883a97b9
Pampa Energia,PAMP,Pampa Energia SA,,,,,,,,,,,,,f,,,,,33f4c11f-2e45-482c-9b70-2365e8a60df4
Panama Petrochem,524820,Panama Petrochem Ltd,,,,,,,,,,,,,f,,,,,d63574f8-a650-4947-9e3f-51630edfe71a
Panoro Energy,PEN,Panoro Energy ASA,,,,,,,,,,,,,f,,,,,b6d47ae6-7947-4467-8ee1-f5dfa13648dd
Pantheon Resources,PANR,Pantheon Resources PLC,,,,,,,,,,,,,f,,,,,138dbcef-3ba7-4e4a-8659-39290ee45c4c
PAO Sovcomflot,FLOT,PAO Sovcomflot,,,,,,,,,,,,,f,,,,,c7431359-bb99-44eb-ab34-555386a748a6
Par Pacific Hldgs,PARR,Par Pacific Holdings Inc,,,,,,,,,,,,,f,,,,,416046d5-86ad-4260-8f11-bcc6c8a5dae5
Paramount Resources,POU,Paramount Resources Ltd,,,,,,,,,,,,,f,,,,,04683176-eef5-4cbd-bf7b-a8f5b1434e35
Pardee Resources Co,PDER,Pardee Resources Co Inc,,,,,,,,,,,,,f,,,,,dbd189df-cb61-492a-97f1-d3c48207019b
Parex Resources,PXT,Parex Resources Inc,,,,,,,,,,,,,f,,,,,544160b5-3abf-4514-a308-8e88bec445e3
Parker Drilling,PKDC,Parker Drilling Co,,,,,,,,,,,,,f,,,,,e90ede4a-72df-4328-8f4f-034aa3c8d9b4
Parkland,PKI,Parkland Corp,,,,,,,,,,,,,f,,,,,69366d83-563f-40b1-b88e-ff23b08129f5
Partners Gr Holding,PGHN,Partners Group Holding AG,,,,,,,,,,,,,f,,,,,fa4748c1-0440-4cca-8c5e-53777a8e9eed
Pason Sys,PSI,Pason Systems Inc,,,,,,,,,,,,,f,,,,,c89b56e7-3100-4124-8422-6a4a979196e4
Patria Investments,PAX,Patria Investments Ltd,,,,,,,,,,,,,f,,,,,b86a3137-5310-490d-8b32-2439372d8e4c
Patterson-UTI Energy,PTEN,Patterson-UTI Energy Inc,,,,,,,,,,,,,f,,,,,55b3f135-f5c3-4340-ba78-b1fad9776108
Paz Oil,PZOL,פז חברת הנפט בע''מ,,,,,,,,,,,,,f,,,,,e667212c-0cc8-40c0-9aa6-289325653b2a
PBF Energy,PBF,PBF Energy Inc,,,,,,,,,,,,,f,,,,,a9feb684-75f3-4f59-906f-089cb0775712
PEDEVCO,PED,PEDEVCO Corp,,,,,,,,,,,,,f,,,,,f15f7f77-a5e9-4820-88a2-1e3c23d88d50
Pembina Pipeline,PPL,Pembina Pipeline Corp,,,,,,,,,,,,,f,,,,,d5127668-a917-4f4a-8403-904cd06d67ea
Permian Basin Royalty,PBT,Permian Basin Royalty Trust,,,,,,,,,,,,,f,,,,,9cba497e-3299-494e-b2f2-6e3fe9d25011
Permian Resources,PR,Permian Resources Corp,,,,,,,,,,,,,f,,,,,e58332f9-ccde-4415-b0dc-72634e0ed869
PermRock Royalty Trust,PRT,PermRock Royalty Trust,,,,,,,,,,,,,f,,,,,0464d1b9-d972-461b-bee1-1e1cf8f4c31f
Petrobras Brasileiro,PETR3,Petroleo Brasileiro SA Petrobras,,,,,,,,,,,,,f,,,,,2c8e4daf-9552-4687-b3fb-caff7f97fc0f
PetroChina Co,601857,中国石油天然气股份有限公司,,,,,,,,,,,,,f,,,,,2b4b57ff-cd35-4334-adc8-8b7e1c4ec59a
Petrofac,PFC,Petrofac Ltd,,,,,,,,,,,,,f,,,,,8f1e06be-c968-4928-9680-ccbeb30e6383
Petron,PCOR,Petron Corp,,,,,,,,,,,,,f,,,,,97b0414b-f9a7-4d6e-9fc1-acde73dfe686
Petron Malaysia Refining,3042,Petron Malaysia Refining & Marketing Bhd,,,,,,,,,,,,,f,,,,,d06dc4c9-db45-4c6c-a9ee-7f2684a365a6
Petronas Chemicals Gr,5183,Petronas Chemicals Group Bhd,,,,,,,,,,,,,f,,,,,812f18ef-a508-4307-99b9-36b271b8794b
Petronas Dagangan,5681,Petronas Dagangan Bhd,,,,,,,,,,,,,f,,,,,d1476156-b58e-4a36-b88f-c3e598f288b4
Petronet LNG,532522,Petronet LNG Ltd,,,,,,,,,,,,,f,,,,,c1d12a53-6d36-455d-b3e2-c853b4a4d056
PetroNor E&P,PNOR,PetroNor E&P ASA,,,,,,,,,,,,,f,,,,,91161067-ee54-44fe-b118-1f504b121208
Petroreconcavo,RECV3,Petroreconcavo SA,,,,,,,,,,,,,f,,,,,a5360c6a-e6ae-43e4-8501-70e22d67376f
PetroTal,TAL,PetroTal Corp,,,,,,,,,,,,,f,,,,,0441aa77-d2b9-4f34-b188-f70da012c322
Petrovietnam Drilling,PVD,Tổng CTCP Khoan và Dịch vụ Khoan Dầu khí,,,,,,,,,,,,,f,,,,,ed796cec-d882-4b88-8d87-3168423ff1c4
PetroVietnam Gas,GAS,Tổng Công ty Khí Việt Nam,,,,,,,,,,,,,f,,,,,6f092296-fdd2-4724-8210-79a6d5382f22
PetroVietnam Power,POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,,,,,,,,,,,,,f,,,,,c5aaef8c-00ba-453a-9f8f-5e57003301ae
PetroVietnam Technical,PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,,,,,,,,,,,,,f,,,,,4406de5a-43c3-45f0-8dc4-130d467e8c0e
Petrus Resources,PRQ,Petrus Resources Ltd,,,,,,,,,,,,,f,,,,,9d87137a-90b0-47f9-845b-972eabe5cc2b
Peyto Exploration & Dev,PEY,Peyto Exploration & Development Corp,,,,,,,,,,,,,f,,,,,bfadd89f-3b5b-4ebe-b1e7-9d66eed5c70a
PGS,PGS,PGS ASA,,,,,,,,,,,,,f,,,,,85d18462-8d48-490f-93d1-a5064b11192c
Pharos Energy,PHAR,Pharos Energy PLC,,,,,,,,,,,,,f,,,,,dd48cb90-cd72-44de-b390-734d984ec168
Phillips 66,PSX,Phillips 66,,,,,,,,,,,,,f,,,,,2108a7b4-6227-4a35-b8c9-f087ea84fdf4
Phoenix Petroleum,PNX,Phoenix Petroleum Philippines Inc,,,,,,,,,,,,,f,,,,,749be45a-22d9-4022-9fd5-fd3301b104d6
PHX Energy Services,PHX,PHX Energy Services Corp,,,,,,,,,,,,,f,,,,,aee6f955-9cf0-4d5b-89f3-6aafb69dbd06
PHX Minerals,PHX,PHX Minerals Inc,,,,,,,,,,,,,f,,,,,2d96ecf0-cc64-4202-b783-72b867e9be11
Pieridae Energy,PEA,Pieridae Energy Ltd,,,,,,,,,,,,,f,,,,,d8e2cc21-789e-42d6-b467-98f2d32defda
Pine Cliff Energy,PNE,Pine Cliff Energy Ltd,,,,,,,,,,,,,f,,,,,810813df-a028-4b03-8233-29ccb6201b5d
Pioneer Natural Resources,PXD,Pioneer Natural Resources Co,,,,,,,,,,,,,f,,,,,e5f69613-15fe-40fb-b800-b57636d03ca6
Plains All American,PAA,Plains All American Pipeline LP,,,,,,,,,,,,,f,,,,,8019088d-a61f-4081-94d4-261be1378b5e
Plains GP Holdings,PAGP,Plains GP Holdings LP,,,,,,,,,,,,,f,,,,,df2f6a8b-5588-4c71-a0ec-0c48be843311
Polska Grupa Energetyczna,PGE,PGE POLSKA GRUPA ENERGETYCZNA SPÓŁKA AKCYJNA,,,,,,,,,,,,,f,,,,,9ccc1f29-0d7a-4691-9a1c-6cb4a6b0b299
Posco International,47050,(주)포스코인터내셔널,,,,,,,,,,,,,f,,,,,16fe45c3-a731-4c24-b1cf-0374d0d49448
Power Assets Holdings,6,電能實業有限公司,,,,,,,,,,,,,f,,,,,6283ea5b-7784-48c7-b75b-eca4c8ff737f
Power Soln Tech,PSTC,บริษัท เพาเวอร์ โซลูชั่น เทคโนโลยี จำกัด (มหาชน),,,,,,,,,,,,,f,,,,,23418a73-57ec-4a16-af17-22cdc2c8051b
Prairie Provident,PPR,Prairie Provident Resources Inc,,,,,,,,,,,,,f,,,,,8484b308-3f34-40b5-990e-c31ccc4f639c
PrairieSky Royalty,PSK,PrairieSky Royalty Ltd,,,,,,,,,,,,,f,,,,,cb9e337e-63f2-4fc1-a1fa-9f3d11acb7cc
Precision Drilling,PD,Precision Drilling Corp,,,,,,,,,,,,,f,,,,,ada76799-4a1d-4f1e-b3ba-36d99aba640d
Prima Marine,PRM,บริษัท พริมา มารีน จำกัด (มหาชน),,,,,,,,,,,,,f,,,,,fca29295-e30a-44dd-bcae-ab675b4f5b15
PrimeEnergy Resources,PNRG,PrimeEnergy Resources Corp,,,,,,,,,,,,,f,,,,,db66d5b2-a858-4bbb-b36b-937535f6bcf2
PRIO,PRIO3,PRIO SA,,,,,,,,,,,,,f,,,,,fef48219-04b9-4679-af22-bcb3df772ccd
Profire Energy,PFIE,Profire Energy Inc,,,,,,,,,,,,,f,,,,,19a519ac-3633-496b-aff5-288ac5f7b74f
ProFrac Holding,ACDC,ProFrac Holding Corp,,,,,,,,,,,,,f,,,,,ad61bf16-f545-4a36-afd0-378f65d6dd7f
